word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
password,noun,"In the second World War, some armies used passwords.",在二次大戰中，一些軍隊使用暗語。,暗語；口令；密碼,countersign,,pass 表「傳遞」，word 表「語言、文字」，合起來是「傳遞的文字」，因此引申為暗語、口令、密碼。,111,,5
pastime,noun,My favorite pastime is just to walk in the mountains and enjoy the fresh air.,在山間漫步，享受新鮮空氣，是我最喜愛的消遣。,消遣；娛樂,enjoyment; entertainment,,past 表「過去」，time 表「時間」，聯想為愉快地讓時間過去，因此表示消遣、娛樂。,111,,5
pasture,noun,Mongolia has acres of rich pasture.,蒙古有廣闊富饒的牧場。,牧場；牧地；草原,grassland; meadow,,字根 past 表「餵食」，-ure 表示場所或狀態，聯想為餵食牲畜的地方，因此表示牧場、牧地、草原。,111,,5
patent,adjective,Don’t demean yourself by telling such patent lies.,你不要用這種明顯的謊言自貶人格。,公開的；顯然的；明白的,explicit; manifest,,字首 pat- 有「公開」的聯想，-ent 為形容詞字尾，因此引申為公開的、顯然的、明白的。,111,,4
pathetic,adjective,"From the pictures, we have learnt how pathetic those African children are.",我們可從圖片中看出這些非洲孩子很可憐。,可憐的；可悲的,pitiful,happy; blest,字根 path 表「痛苦」，-etic 為形容詞字尾，因此表示可憐的、可悲的。,111,,3
patrol,verb,The police are patrolling the streets.,警察在街上巡邏。,巡邏,watch; guard,,可與形似字 patriot 聯想，巡邏人員經常在街上巡查與守衛。,111,,4
peacekeeping,adjective,The government decided to set up a Special Committee on Peace-keeping Operations.,政府決定成立維護和平特別委員會。,維護和平的,,,peace 表「和平」，keep 表「維護」，-ing 形成形容詞，合起來表示維護和平的。,111,,5
peddle,verb,She peddled some daily necessities around the town.,她在城裡挨家挨戶兜售日用品。,沿街叫賣；挨戶兜售,vend; sell,,字根 ped 有「步行」的聯想，-le 作動詞字尾，聯想為沿街步行兜售，因此表示沿街叫賣、挨戶兜售。,111,,5
pension,noun,She has to supplement her pension by taking up a part-time job.,她不得不靠兼差工作以貼補養老金之不足。,養老金；退休金,allowance; subsidy,,字根 pens 有「付出」的聯想，-ion 為名詞字尾，因此引申為津貼、養老金。,111,,5
perceive,verb,The doctor has perceived a change in the patient’s behavior.,醫生察覺該病人行為的變化。,察覺；感知；認識到,notice; observe,,字首 per- 有「完全」的意味，字根 ceive 表「抓、接收」，合起來可聯想為完全接收到，因此表示察覺、感知。,111,,5
perception,noun,His perception of the incident is absolutely different from mine.,他對此事的看法和我的完全不同。,感知；洞察力；看法,understanding; insight,,字首 per- 表「完全」，字根 cept 表「抓、接收」，-ion 為名詞字尾，因此引申為感知、洞察力、看法。,112,,3
perch,verb,Sometimes birds like to perch on TV aerials.,鳥兒有時候喜歡棲息在電視天線上。,飛落；棲息,rest; place,,可與形似字 parch 聯想，想像鳥兒飛落後停在高處棲息。,112,,5
perfect,adjective,I dare say that her English is perfect!,我敢說她的英語非常嫻熟。,完美的；精通的；嫻熟的,ideal,defective,字首 per- 表「完全、徹底」，字根 fect 表「做」，合起來表示做得非常徹底，因此引申為完美的、精通的。,112,,4
perplex,verb,We were all perplexed by the question which was put forward by Professor Smith.,我們大家對 Smith 教授提出的問題感到困惑。,困惑,baffle; bewilder,,字首 per- 表「完全」，plex 有「纏繞」的聯想，合起來像完全纏繞在一起，因此表示困惑。,112,,5
personnel,noun,The personnel manager is interviewing a candidate now.,人事經理正在面試一位求職人員。,人員；員工；人事部門,staff,,person 表「人」，-nel 為名詞字尾，聯想為人員與員工，因此也可指人事部門。,112,,5
petition,noun,A lot of people signed the petition.,許多人在請願書上簽名。,請願；請願書,request; demand,,字根 pet 有「尋求」的聯想，-ition 為名詞字尾，因此引申為尋求幫助或要求，即請願、請願書。,112,,5
petty,adjective,Nobody likes Kate because she’s petty about money.,沒有人喜歡 Kate，因為她對於金錢很吝嗇。,小的；氣量小的,small; minor,big,可與形似字 pretty 聯想，提醒 petty 表示小的、瑣碎的，也可指氣量小。,112,,5
phase,noun,This is nothing but a phase in her adolescence.,這只不過是她青春期的一個階段罷了。,階段；時期,stage; period,,可與 phrase 聯想：第一個 phase 少一個 r，表示一個階段或時期。,112,,3
pick-up,noun,Was she asking for a pick-up? I must have misheard what she was saying.,她是要搭便車嗎？我一定聽錯她的話了。,搭便車,,,由動詞片語 pick up（搭便車）合在一起構成名詞，意思不變。,112,,5
pickpocket,noun,The pickpocket was caught red-handed on the bus.,這個扒手在公車上當場被抓。,扒手,cutpurse,,pick 表「扒、拿」，pocket 表「口袋」，合起來表示從口袋裡扒東西的人，即扒手。,112,,4
pier,noun,They walked along the pier and climbed down into the boat.,他們沿著碼頭走過去並爬上了船。,碼頭；防波堤,dock; wharf,,可與形似字 pie 聯想：飢餓的人在碼頭上吃著 pie。,113,,5
piety,noun,The Churchman shows great piety as he prays earnestly to God every day.,這位傳道士每天向上帝誠懇地禱告，非常虔誠。,虔誠,devoutness; faithfulness,impiety,字根 pi 有「盡職盡責」的聯想，-ety 為名詞字尾，因此引申為虔誠、孝順。,113,,5
pillar,noun,Such people are the pillars of the state.,這樣的人是國家的棟樑。,柱子；棟樑,column; supporter,,字根 pil 有「堆、墩」的聯想，-ar 為名詞字尾，因此可聯想為柱子與棟樑。,113,,5
pipeline,noun,Petroleum can be transported large distances through pipelines.,石油可以用輸油管輸送到很遠的地方。,導管；輸油管,,,pipe 表「管」，line 表「線、路線」，合起來表示導管、輸油管。,113,,5
plateau,noun,The scenery on the plateau is fantastic!,這高原上的景色真美！,高原,highland; upland,lowland,字根 plat 表「平」，字尾 -eau 有地形聯想，合起來表示高而平的地形，因此是高原。,113,,3
plausible,adjective,Her excuse sounded plausible but actually she was telling a lie.,她的藉口聽起來似乎有理，但事實上是在撒謊。,似真的；似有理的,believable; reasonable,implausible,字根 plaus 有「鼓掌」的聯想，-ible 為形容詞字尾，聯想為說得讓人鼓掌，因此引申為似真的、似有理的。,113,,4
playful,adjective,"One of my classmates used to tell some playful jokes, making me burst into laughter.",我的一個同學以前會說些開玩笑的笑話使我大笑。,開玩笑的；不當真的,mischievous,serious,play 表「玩、遊戲」，-ful 為形容詞字尾，因此表示開玩笑的、不當真的。,113,,5
playwright,noun,Shakespeare is a well-known playwright.,莎士比亞是家喻戶曉的劇作家。,劇作家,dramatist,,play 可表「戲劇」，wright 表「做或寫……的人」，合起來表示劇作家。,113,,3
plea,noun,The cruel landlord refused to listen to the poor tenant’s pleas.,殘忍的地主不聽可憐佃戶的懇求。,請求；懇求,appeal; petition,,由動詞 please（請求）去掉 se，形成名詞 plea，因此表示請求、懇求。,113,,5
plead,verb,The guilty man pleaded for his wife’s forgiveness.,這個有罪的男人懇求他妻子的原諒。,辯護；懇求,beg; entreat,,plea 表「請求」，加上動詞字尾 -d，形成 plead，因此表示辯護、懇求。,113,,3
pledge,noun,I’ve been under a pledge to keep a secret.,我已發誓要保密。,保證；誓言,vow; guarantee,,可將 pledge 聯想為正式的承諾或誓言，因此表示保證、誓言。,114,,5
plow,verb,Some farmers were plowing the fields.,一些農民在耕田。,犁；耕,furrow; plough,,可聯想農夫在田裡用犁把土地翻鬆，因此表示犁、耕。,114,,5
pocketbook,noun,The reporter took out a pocketbook to write something down on it.,記者拿出袖珍記事本，在上面記下一些事情。,袖珍本；口袋本,,,pocket 表「口袋」，book 表「本子」，合起來表示可放入口袋的袖珍本。,114,,3
poetic,adjective,The misty scene had a poetic quality about it.,霧景給人詩意般的感覺。,詩意的；想像的,dreamy; lyrical,,由名詞 poem（詩）變化而來，-ic 為形容詞字尾，因此表示詩意的、想像的。,114,,5
pointed,adjective,The politician made some pointed comments about the prime minister.,政治人物對首相作出一些中肯而尖銳的評論。,尖銳的；深刻的；中肯的,sharp; incisive,blunt,由 point（指向、要點）加 -ed 形成形容詞，因此引申為尖銳的、深刻的、中肯的。,114,,5
polar,adjective,The polar expedition was fraught with difficulties and danger.,極地探險充滿艱辛和危險。,極的；正好相反的,,,字根 pol 表「極」，-ar 為形容詞字尾，因此表示極的，也可引申為正好相反的。,114,,5
ponder,verb,I kept pondering over this problem and still couldn’t find a way out.,我不斷考慮這個問題，卻仍無法找到答案。,深思；仔細考慮,brood; meditate,,字根 pond 有「重量」的聯想，聯想為反覆衡量，因此表示深思、仔細考慮。,114,,4
populate,verb,The land is heavily populated by immigrants.,這片土地居住著很多外來移民。,殖民於；居住於,inhabit,desert,字根 popul 表「人群」，-ate 為動詞字尾，因此表示使某地有人群居住，引申為殖民於、居住於。,114,,5
pore,noun,"After the match, I was sweating through every pore.",比賽之後我汗流浹背，每個毛孔都有汗水。,毛孔；氣孔；細孔,,,可與形似字 pole 聯想，幫助記住 pore 表示細小的孔。,114,,3
postulate,verb,Scientists postulated that an effective cure for such a disease would be found within two years.,科學家推斷兩年內會找出治療該病的有效方法。,假定；推斷,hypothesize,,字根 postu 有「放」的聯想，-ate 為動詞字尾，聯想為先放出觀點，因此引申為假定、推斷。,114,,5
post-war,adjective,Post-war America had witnessed a quick recovery in the economy.,戰後的美國見證著經濟的迅速復甦。,戰後的,,prewar,post- 表「後」，war 表「戰爭」，合起來表示戰後的。,115,,5
posture,noun,The government adopted an uncompromising posture on this issue.,政府在該議題上採取毫不妥協的態度。,立場；態度,stance; position,,可與 posturize（擺出姿勢）聯想，姿勢也能表現一個人的立場與態度。,115,,5
probe,verb,The surgeon is probing her wound.,外科醫生正在探查她的傷口。,探查；查究,examine; inspect,,可與形似字 proper 聯想，提醒 probe 表示深入探查、查究。,115,,5
proceeding,noun,I want to know what the best way of proceeding is.,我想知道用什麼方式進行下去最好。,行動；進行,,,proceed 表「進行、繼續下去」，-ing 在此作名詞字尾，因此表示行動、進行。,115,,5
procession,noun,Thousands of people joined the procession.,數千名群眾加入隊伍中。,行列；隊伍；行進,march; line,,字首 pro- 表「向前」，字根 cess 表「行」，-ion 為名詞字尾，因此引申為行列、隊伍、行進。,115,,5
proclaim,verb,The local government proclaimed a significant law.,當地政府宣布一項重要法規。,宣布；公布；聲明,declare; publicize,,字首 pro- 表「向前」，claim 表「呼喊」，合起來聯想為向前呼喊，因此表示宣布、公布、聲明。,115,,3
