word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
exclusive,adjective,Our company has exclusive rights for the sale of cars.,我們公司擁有汽車銷售的獨家權利。,排外的；獨占的；唯一的,,inclusive,exclusive 表示只屬於某人或某群體的，也可指排他的、獨占的。,201,,5
exhaust,verb,The marathon negotiation exhausted us completely.,馬拉松式的談判使我們筋疲力盡。,使筋疲力盡；用盡,fatigue; overwork,,exhaust 可指耗盡資源，也可指使人筋疲力盡。,201,,5
expand,verb,Our foreign trade has been expanding during recent years.,近年來我們的對外貿易一直在擴大。,擴大；使膨脹；展開,spread; enlarge,shrink; contract,expand 表向外擴展、擴大。,201,,5
expel,verb,Tom was expelled from the school.,湯姆被學校開除了。,驅逐；開除；排出,remove; eliminate,,expel 指把人或物強制排出、逐出。,201,,4
experiment,noun; verb,We will do a chemistry experiment this afternoon. He is experimenting with drugs to cure cancer.,今天下午我們要做化學實驗。他正在試驗藥物來治療癌症。,實驗；試驗；嘗試,test; prove,,experiment 可作名詞表示實驗，也可作動詞表示進行試驗。,201,,5
explain,verb,Could you explain yourself a bit more?,你能把意思再說清楚一點嗎？,說明；解釋,clarify; illustrate,obscure; question,explain 表把事情說清楚、加以說明。,201,,5
exploitation,noun,They are considering the full exploitation of oil wells.,他們正在考慮充分利用油井資源。,利用；開發；剝削,,,exploit 加 -ation 形成名詞 exploitation，表示利用、開發或剝削。,201,,4
export,noun; verb,Do you know what the chief exports of our country are? Our country exports rice but imports wheat.,你知道我們國家的主要出口品是什麼嗎？我國出口稻米但進口小麥。,出口貨；輸出品；輸出；出口,ship,import,export 可作名詞表示出口品，也可作動詞表示輸出、出口。,201,,5
exterminate,verb,They attempted to exterminate crime.,他們企圖根除犯罪。,徹底滅絕；消滅；根除,annihilate,,exterminate 指徹底消滅、根除。,202,,5
extradite,verb,The English police have refused to extradite the jewel thief to France.,英國警方拒絕將那名珠寶竊賊引渡到法國。,引渡回國,,,extradite 指依法把犯罪嫌疑人或罪犯引渡到另一國家。,202,,5
extravagant,adjective,Don't be so extravagant!,不要那麼奢侈浪費！,奢侈的；過分的；浪費的,extreme; excessive,thrifty; economical,extravagant 常指花費過度、不節制。,202,,5
eyesight,noun,The old man has bad eyesight.,那位老人視力很差。,視力,,,eye 加 sight，合起來就是視力。,202,,4
fabricate,verb,Can you fabricate a better excuse than that?,你能編造一個更高明的藉口嗎？,捏造；偽造；製作,feign; devise; forge,,fabricate 可指製造，也常指編造故事或藉口。,202,,5
famine,noun,Many people die of famine every year in Africa.,在非洲，每年都有很多人死於飢荒。,飢荒,starvation,,famine 指嚴重且長期的食物短缺。,202,,5
fascist,noun,I suspect he has degenerated into a fascist.,我懷疑他已經墮落成一名法西斯分子。,法西斯分子,,,fascist 指信奉或支持法西斯主義的人。,202,,5
fault,noun,It was not my fault that I was late.,這次遲到不是我的錯。,錯誤；毛病；過錯,mistake; error,merit; virtue,fault 常指錯誤、缺點或責任上的過失。,202,,5
feminist,noun,She was an English-born colonist and feminist.,她是一位英國出生的殖民者和女權主義者。,女權主義者,,,feminist 指主張男女平權的人。,202,,5
fair practice,noun,Can you tell me what "fair practice" refers to?,你能告訴我「公平慣例」是指什麼嗎？,公平慣例,,,fair 表「公平的」，practice 表「慣例」，合起來即公平慣例。,202,203,5
