word,part_of_speech,example,example_zh,chinese,synonyms,antonyms,memory_hint,page,page_end,difficulty
junction,noun,The accident happened at the busiest junction of London Road and Chaucer Avenue.,事故發生在倫敦路與喬叟大街的繁忙交叉口。,連接；匯合處；交叉點,joining; connection,disjunction,字根 junc 表「連接」，-ion 是名詞字尾，合起來表示「連接；匯合處；交叉點」。,91,,5
justification,noun,He actually considered misgovernment to be a justification for revolution.,他把國家的治理不當看作革命的正當理由。,辯護；正當理由；藉口,apology; warrant,,由動詞 justify（證明正當）去掉 -y 加上 -ication 形成名詞，表示「辯護；正當理由；藉口」。,91,,5
justified,adjective,"As the goods are damaged, I feel fully justified in asking for my money back.",因商品損壞，我認為有正當理由要求退款。,有正當理由的；合理的,legitimate,,由動詞 justify（證明正當）去掉 -y 加上 -ied 形成形容詞，表示「有正當理由的；合理的」。,91,,3
justify,verb,You shouldn’t attempt to justify yourself because nothing can justify your cheating on an exam.,你不該試圖證明自己有理，因為任何事都不能為作弊合理化。,合理化；證明為正當,rationalize; defend,condemn,字根 just 表「法律；正義」，-fy 在此作動詞字尾，合起來有「法律化；正義化」的聯想，引申為「合理化；證明為正當」。,91,,5
juvenile,noun,The law treats juveniles differently.,法律不同地對待青少年們。,孩子；青少年,young; youthful,,字根 juven 表「年輕」，-ile 作名詞字尾，合起來表示「孩子；青少年」。,91,,4
killer,noun,The result of the long police investigation is that there’s still a killer at large.,警方長期調查後，殺人犯仍未捕獲。,殺人者；兇手,butcher; assassin,,kill 意為「殺死」，-er 是名詞字尾，表示「……人」，合起來表示「殺人者；兇手」。,91,,3
lame,adjective,She survived the accident but she was lame for life and will never walk again.,她在意外事故中存活，但卻終生殘廢，再也不能行走。,跛的；殘廢的,crippled; disabled,,可與形近字 lament（哀悼；悔恨；悲嘆）聯想：車禍後變成 lame，從此 lament 一生。,91,,3
large-scale,adjective,The large-scale emigration of refugees during the war was reported widely by the press.,戰爭中大規模的難民遷移被媒體廣泛報導。,大規模的；大範圍的,massive; extensive,,large 表「大的」，scale 表「規模」，合起來表示「大規模的；大範圍的」。,92,,5
lasting,adjective,Nothing can assure lasting happiness.,沒有任何事物能確保永久的幸福。,持久的；永久的,enduring,temporary,last 意為「持續；持久」，-ing 在此作形容詞字尾，因此有「持久的；永久的」之意。,92,,5
lead-in,noun,He told an amusing story as a lead-in to the important part of his speech.,他以一個笑話來導入演說的重要部分。,導入；開端,lead; introduction,,lead 意為「引導」，in 表「在……之內」，合起來表示「導入；開端」。,92,,3
lease,verb,The firm leases an office building with a view over the river.,這家公司租了一棟有河景的辦公大樓。,出租；租得,rent,,字根 leas 表「放開」，加 -e 成為動詞，引申為「出租；租得」。,92,,5
legacy,noun,Those beautiful old palaces are part of our national legacy.,那些美麗的古老宮殿是我們民族遺產的一部分。,遺產；遺贈之物,heritage; inheritance,,可由 legate（遺贈）聯想 legacy，表示「遺產；遺贈之物」。,92,,5
lessen,verb,They are making further efforts to lessen their military spending.,他們正在做進一步的努力來減少軍事開支。,減少；減輕；縮小,abate; decrease,increase,可與 lesson 聯想：減少負擔、讓事情 lessen。,92,,5
lethal,adjective,It is lethal to enter any war without the will to win it.,不抱贏的希望就參加戰爭，那是致命的行為。,致命的,mortal; deadly,,字根 leth 表「死」，-al 作形容詞字尾，合起來表示「致命的」。,92,,4
liability,noun,The manufacturers disclaimed all liability for the damage caused by the misuse of their product.,因使用產品不當造成的損壞，製造商不會負任何責任。,責任；義務,obligation; responsibility,,liability 可拆成 lie + ability 聯想：有能力說話也要為所說負責任。,92,,5
liable,adjective,Banks are liable to bankrupt in a depression.,在經濟蕭條期間，銀行很可能倒閉。,有……傾向；可能的,likely; probable,,字根 li 表「綁」，-able 表「易……的；可能的」，引申為「有……傾向；可能的」。,92,,5
liberation,noun,The Americans were successful in the liberation of Kuwait.,美國在對科威特的解放運動中相當成功。,解放；解放運動,freedom,,字根 liber 表「自由」，-ation 是名詞字尾，合起來表示「解放；解放運動」。,93,,5
lifeboat,noun,Many people got away from the sinking ship on lifeboats.,許多人搭救生艇離開下沉的船。,救生艇；救生船,boat,,life 表「生命」，boat 表「船」，合起來表示「救生艇」。,93,,3
lifeguard,noun,The lifeguard dived into the pool to save the drowning child.,那名救生員跳入游泳池中去救溺水的孩子。,救生員,,,life 表「生命」，guard 表「守衛者」，合起來表示「救生員」。,93,,5
lifelong,adjective,I believe he will be my lifelong companion.,我相信他將會成為我終生的伴侶。,終生的；一輩子的,,,life 表「一生；壽命」，long 表「長久的」，合起來表示「終生的；一輩子的」。,93,,5
lifestyle,noun,Freedom allows us to choose our own lifestyles.,自由意志讓我們選擇自己的生活方式。,生活方式,,,life 表「生活」，style 表「風格；式樣」，合起來表示「生活方式」。,93,,4
lightweight,adjective,He's very conceited although he's just a lightweight in politics.,他即使在政治中無足輕重，但仍然很自負。,輕量的；無足輕重的,,,light 表「輕」，weight 表「重量」，合起來表示「輕量的；無足輕重的」。,93,,3
likelihood,noun,"It's a theoretical likelihood, but I don't suppose it will happen.",這是一種理論上的可能性，但我認為這種情況不會發生。,可能；可能性,probability; possibility,,likely 表「很可能的」，-hood 作名詞字尾，合起來表示「可能；可能性」。,93,,5
likewise,adverb,"The meal was excellent, likewise the wine.",飯菜好極了，酒也是。,同樣地；也,similarly; also,,like 表「類似；相似」，-wise 在此作副詞字尾，表示「……地」，合起來表示「同樣地；也」。,93,,5
limited,adjective,Human knowledge is limited.,人類的認識是有限的。,有限的,finite,unlimited,limit 表「限制」，-ed 作形容詞字尾，合起來表示「有限的」。,93,,5
limp,verb,Wilma hurt her ankle and limped back home.,Wilma 傷了她的腳踝，所以一瘸一拐地走回家。,一瘸一拐地走；蹣跚而行,,,可將 limp 與 limb（四肢）聯想：四肢受傷就會 limp。,93,,4
liner,noun,The air-liner flew above the clouds.,那架客機飛上雲層。,班機；畫線工具,,,line 可表示「航線；線」，liner 可指「班機」或「畫線工具」。,93,94,5
literacy,noun,Literacy for most people was possible only after the invention of printing.,對多數人來說，在印刷術被發明後，才有可能識字。,識字；有讀寫能力；文明,literacy,,字根 liter 表「文字；字母」，-acy 作名詞字尾，合起來表示「識字；讀寫能力」。,94,,5
literate,adjective,You can't be too literate if you've never heard of Marx.,若你連馬克斯都沒聽說過，那你不太可能受過很多教育。,有讀寫能力的；受過教育的,cultured,illiterate,由 literacy 去掉 -cy 加上 -te 形成形容詞，表示「有讀寫能力的；受過教育的」。,94,,3
live-in,adjective,"In poor countries, live-in servants are present in homes not only of the wealthy but also of middle-class families.",在貧窮國家中，不僅富裕家庭，中產階級家庭也有常住的傭人。,住在雇主家的；同居的,,,由片語 live in（住進）將單字連在一起，形成「住在雇主家的；同居的」。,94,,5
loaded,adjective,"Some ships (e.g. containerships) carry general freight in standardized containers that can be easily loaded, unloaded, and transferred.",有些船舶（例如貨櫃船）以標準貨櫃運載一般貨物，貨櫃很容易裝載、卸載與轉運。,裝載的；裝彈藥的,laden,,load 表「裝載」，加 -ed 形成形容詞，表示「裝載的；裝彈藥的」。,94,,5
locality,noun,All the ships in the locality of the crash joined in the search for survivors.,撞船事故地點的所有船隻都參加搜尋生還者的工作。,位置；地點；發生地,location,,local 表「地方的；當地的」，加 -ity 形成名詞，表示「位置；地點；發生地」。,94,,3
located,adjective,The beautiful city is located in the northwest part of Canada.,這座美麗的城市位於加拿大的西北部。,座落的；位於的,,,由動詞 locate（座落於）加 -ed 形成形容詞，表示「座落的；位於的」。,94,,3
lodge,verb,Can you lodge us at your farmhouse for the night?,你能讓我們在你的農舍暫住一夜嗎？,寄宿；暫住,stay; reside,,字根 lodg 表「住宿」，-e 作動詞字尾，合起來表示「寄宿；暫住」。,94,,4
logo,noun,Products bearing famous logos sell well.,標有名牌商標的產品很暢銷。,專用標誌；商標,trademark,,logo 為 logotype（標誌；商標）的簡寫。,94,,5
lone,adjective,That big company constitutes our lone competitor in the field.,那家公司成了我們在該領域唯一的競爭對手。,孤獨的；唯一的,alone; single,,lone 為 alone（單獨的；獨自的；只有）的簡寫。,94,,5
lonesome,adjective,He is not a very lonesome man but he likes being alone.,他並不是一個寂寞的人，但他喜歡獨處。,寂寞的；孤單的,lone; lonely,,lone 表「孤單的」，-some 在此作形容詞字尾，合起來表示「寂寞的；孤單的」。,96,,5
long-standing,adjective,"In view of our long-standing business relation, we can consider accepting your counter-offer.",鑑於長年的業務關係，我們可考慮接受你的還價。,存在已久的；長年的,,,long 表「長久的」，standing 表「長期的」，合起來表示「存在已久的；長年的」。,96,,5
lure,verb,The desire for wealth lured him into questionable dealings.,發財的欲望引誘他捲入那筆可疑的交易。,引誘；誘惑,attract; draw,,lure 是 allure（引誘；誘惑；吸引）的簡寫。,96,,3
lyric,adjective,Shelley is good at writing lyric poetry.,Shelley 擅長寫抒情詩。,適於歌唱的；抒情的,songlike,epic,由 Lyra（天琴星座）去掉 a 加 -ic 形成形容詞，引申為「適於歌唱的；抒情的」。,96,,4
made-up,adjective,Nobody believed his made-up lies.,沒有人相信他捏造的謊言。,捏造的；虛構的,concoctive,,由片語 make up（編造）合併並改成 made-up，表示「捏造的；虛構的」。,96,,5
magnify,verb,The microscope magnifies an object 1000 times.,這個顯微鏡把物體放大一千倍。,放大；擴大；誇大,enlarge; amplify,minify,字根 magn 表「大」，動詞字尾 -ify 表「使……」，合起來表示「使變大」。,96,,3
maiden,noun,He fell in love with a fair young maiden.,他愛上了一位美麗年輕的少女。,少女；處女,maid; virgin,,由 maid（少女；侍女）加 -en 形成同義名詞，表示「少女；處女」。,96,,3
mainstream,noun,His thinking was in the youthful mainstream.,他的思想符合年輕人的主流思想。,主流,,,main 表「主要的」，stream 表「流」，合起來表示「主流」。,96,,5
maintenance,noun,Many armored maintenance assistance vehicles are needed in the war.,在戰爭中需要許多裝甲維修工程車。,維持；保持；維修,persistence,,由動詞 maintain（維持；保持；維修）變化而成的名詞，表示「維持；保持；維修」。,96,,5
